2017-08-29 20:44:32, 32768, 32774, 32768
2017-08-29 20:44:33, 32768, 32774, 32768
2017-08-29 20:44:34, 32768, 32774, 32768
2017-08-29 20:44:35, 32768, 32774, 32768
2017-08-29 20:44:36, 32768, 32774, 32768
2017-08-29 20:44:37, 32768, 32774, 32768
2017-08-29 20:44:38, 32768, 32774, 32768
2017-08-29 20:44:39, 32768, 32774, 32768
2017-08-29 20:44:40, 32768, 32774, 32768
2017-08-29 20:44:41, 32768, 32774, 32768
2017-08-29 20:44:42, 32768, 32774, 32768
2017-08-29 20:44:43, 32768, 32774, 32768
2017-08-29 20:44:44, 32768, 32774, 32768
2017-08-29 20:44:45, 32768, 32774, 32768
2017-08-29 20:44:46, 32768, 32774, 32768
2017-08-29 20:44:47, 32768, 32774, 32768
2017-08-29 20:44:48, 32768, 32774, 32768
2017-08-29 20:44:49, 32768, 32774, 32768
2017-08-29 20:44:50, 32768, 32774, 32768
2017-08-29 20:44:51, 32768, 32774, 32768
2017-08-29 20:44:52, 32768, 32774, 32768
2017-08-29 20:44:53, 32768, 32774, 32768
2017-08-29 20:44:54, 32768, 32774, 32768
2017-08-29 20:44:55, 32768, 32774, 32768
2017-08-29 20:44:56, 32768, 32774, 32768
2017-08-29 20:44:57, 32768, 32774, 32768
2017-08-29 20:44:58, 32768, 32774, 32768
2017-08-29 20:44:59, 32768, 32774, 32768
2017-08-29 20:45:00, 32768, 32774, 32768
2017-08-29 20:45:01, 32768, 32773, 32768
2017-08-29 20:45:02, 32768, 32774, 32768
2017-08-29 20:45:03, 32768, 32774, 32768
2017-08-29 20:45:04, 32768, 32774, 32768
2017-08-29 20:45:05, 32768, 32774, 32768
2017-08-29 20:45:06, 32768, 32774, 32768
2017-08-29 20:45:07, 32768, 32774, 32768
2017-08-29 20:45:08, 32768, 32774, 32768
2017-08-29 20:45:09, 32768, 32774, 32768
2017-08-29 20:45:10, 32768, 32774, 32768
2017-08-29 20:45:11, 32768, 32773, 32768
2017-08-29 20:45:12, 32768, 32774, 32768
2017-08-29 20:45:13, 32768, 32774, 32768
2017-08-29 20:45:14, 32768, 32773, 32768
2017-08-29 20:45:15, 32768, 32774, 32768
2017-08-29 20:45:16, 32768, 32774, 32768
2017-08-29 20:45:17, 32768, 32774, 32768
2017-08-29 20:45:18, 32768, 32774, 32768
2017-08-29 20:45:19, 32768, 32774, 32768
2017-08-29 20:45:20, 32768, 32774, 32768
2017-08-29 20:45:21, 32768, 32774, 32768
2017-08-29 20:45:22, 32768, 32774, 32768
2017-08-29 20:45:23, 32768, 32774, 32768
2017-08-29 20:45:24, 32768, 32774, 32768
2017-08-29 20:45:25, 32768, 32774, 32768
2017-08-29 20:45:26, 32768, 32774, 32768
2017-08-29 20:45:27, 32768, 32774, 32768
2017-08-29 20:45:28, 32768, 32774, 32768
2017-08-29 20:45:29, 32768, 32774, 32768
2017-08-29 20:45:30, 32768, 32774, 32768
2017-08-29 20:45:31, 32768, 32774, 32768
2017-08-29 20:45:32, 32768, 32774, 32768
2017-08-29 20:45:33, 32768, 32774, 32768
2017-08-29 20:45:34, 32768, 32774, 32768
2017-08-29 20:45:35, 32768, 32774, 32768
2017-08-29 20:45:36, 32768, 32774, 32768
2017-08-29 20:45:37, 32768, 32774, 32768
2017-08-29 20:45:38, 32768, 32774, 32768
2017-08-29 20:45:39, 32768, 32774, 32768
2017-08-29 20:45:40, 32768, 32774, 32768
2017-08-29 20:45:41, 32768, 32774, 32768
2017-08-29 20:45:42, 32768, 32774, 32768
2017-08-29 20:45:43, 32768, 32774, 32768
2017-08-29 20:45:44, 32768, 32774, 32768
2017-08-29 20:45:45, 32768, 32774, 32768
2017-08-29 20:45:46, 32768, 32774, 32768
2017-08-29 20:45:47, 32768, 32774, 32768
2017-08-29 20:45:48, 32768, 32774, 32768
2017-08-29 20:45:49, 32768, 32774, 32768
2017-08-29 20:45:50, 32768, 32774, 32768
2017-08-29 20:45:51, 32768, 32774, 32768
2017-08-29 20:45:52, 32768, 32774, 32768
2017-08-29 20:45:53, 32768, 32774, 32768
2017-08-29 20:45:54, 32768, 32774, 32768
2017-08-29 20:45:55, 32768, 32774, 32768
2017-08-29 20:45:56, 32768, 32774, 32768
2017-08-29 20:45:57, 32768, 32774, 32768
2017-08-29 20:45:58, 32768, 32774, 32768
2017-08-29 20:45:59, 32768, 32774, 32768
2017-08-29 20:46:00, 32768, 32774, 32768
2017-08-29 20:46:01, 32768, 32774, 32768
2017-08-29 20:46:02, 32768, 32774, 32768
2017-08-29 20:46:03, 32768, 32774, 32768
2017-08-29 20:46:04, 32768, 32774, 32768
