2017-08-29 10:28:50, 32768, 32774, 32768
2017-08-29 10:28:51, 32768, 32774, 32768
2017-08-29 10:28:52, 32768, 32774, 32768
2017-08-29 10:28:53, 32768, 32774, 32768
2017-08-29 10:28:54, 32768, 32774, 32768
2017-08-29 10:28:55, 32768, 32774, 32768
2017-08-29 10:28:56, 32768, 32774, 32768
2017-08-29 10:28:57, 32768, 32774, 32768
2017-08-29 10:28:58, 32768, 32774, 32768
2017-08-29 10:28:59, 32768, 32774, 32768
2017-08-29 10:29:00, 32768, 32774, 32768
2017-08-29 10:29:01, 32768, 32774, 32768
2017-08-29 10:29:02, 32768, 32774, 32768
2017-08-29 10:29:03, 32768, 32774, 32768
2017-08-29 10:29:04, 32768, 32774, 32768
2017-08-29 10:29:05, 32768, 32774, 32768
2017-08-29 10:29:06, 32768, 32774, 32768
2017-08-29 10:29:07, 32768, 32774, 32768
2017-08-29 10:29:08, 32768, 32774, 32768
2017-08-29 10:29:09, 32768, 32774, 32768
2017-08-29 10:29:10, 32768, 32774, 32768
2017-08-29 10:29:11, 32768, 32774, 32768
2017-08-29 10:29:12, 32768, 32774, 32768
2017-08-29 10:29:13, 32768, 32774, 32768
2017-08-29 10:29:14, 32768, 32774, 32768
2017-08-29 10:29:15, 32768, 32774, 32768
2017-08-29 10:29:16, 32768, 32774, 32768
2017-08-29 10:29:17, 32768, 32774, 32768
2017-08-29 10:29:18, 32768, 32774, 32768
2017-08-29 10:29:19, 32768, 32774, 32768
2017-08-29 10:29:20, 32768, 32774, 32768
2017-08-29 10:29:21, 32768, 32774, 32768
2017-08-29 10:29:22, 32768, 32774, 32768
2017-08-29 10:29:23, 32768, 32774, 32768
2017-08-29 10:29:24, 32768, 32774, 32768
2017-08-29 10:29:25, 32768, 32774, 32768
2017-08-29 10:29:26, 32768, 32774, 32768
2017-08-29 10:29:27, 32768, 32774, 32768
2017-08-29 10:29:28, 32768, 32774, 32768
2017-08-29 10:29:29, 32768, 32774, 32768
2017-08-29 10:29:30, 32768, 32774, 32768
2017-08-29 10:29:31, 32768, 32774, 32768
2017-08-29 10:29:32, 32768, 32774, 32768
2017-08-29 10:29:33, 32768, 32774, 32768
2017-08-29 10:29:34, 32768, 32774, 32768
2017-08-29 10:29:35, 32768, 32774, 32768
2017-08-29 10:29:36, 32768, 32774, 32768
2017-08-29 10:29:37, 32768, 32774, 32768
2017-08-29 10:29:38, 32768, 32774, 32768
2017-08-29 10:29:39, 32768, 32774, 32768
2017-08-29 10:29:40, 32768, 32774, 32768
